dataset,E,A,p,silhouette_score,davies_bouldin_score,calinski_harabasz_score,n_clusters_found,method,inertia,error,combination
Breast_Cancer,E_GD,A2,1.0,0.04242331393646392,1.5398101055709876,573.3810682103898,2,Fuzzy_Equivalence,,,E_GD_A2_p1.0
Breast_Cancer,E_GD,A2,4.0,0.07549900176941458,1.3576471981878115,638.1492734829402,2,Fuzzy_Equivalence,,,E_GD_A2_p4.0
Breast_Cancer,E_GD,A3,,0.0,inf,0.0,1,Fuzzy_Equivalence,,,E_GD_A3
Breast_Cancer,E_GD,A4,,0.15219499527324162,0.8424211203643708,811.4442011788639,2,Fuzzy_Equivalence,,,E_GD_A4
Breast_Cancer,E_FD,A2,0.1,0.6168859030856678,0.825071301388694,561.0992933915786,2,Fuzzy_Equivalence,,,E_FD_A2_p0.1
Breast_Cancer,E_FD,A2,1.0,0.5944596170988395,0.6774351414805491,580.3934809716659,2,Fuzzy_Equivalence,,,E_FD_A2_p1.0
Breast_Cancer,E_FD,A2,4.0,0.5786948271496272,0.5157184860361242,648.7922186191107,2,Fuzzy_Equivalence,,,E_FD_A2_p4.0
Breast_Cancer,E_FD,A3,,0.01738982810212685,1.8402790770386237,568.0088044650603,2,Fuzzy_Equivalence,,,E_FD_A3
Breast_Cancer,E_FD,A4,,0.34790976934553336,0.07208297509037254,1167.2070779648172,2,Fuzzy_Equivalence,,,E_FD_A4
Breast_Cancer,E_LK_R,A2,0.1,0.49911229485347763,1.2235042775624518,572.6252281223956,2,Fuzzy_Equivalence,,,E_LK_R_A2_p0.1
Breast_Cancer,E_LK_R,A2,1.0,0.4879132256446766,1.0120947666133575,605.394165322378,2,Fuzzy_Equivalence,,,E_LK_R_A2_p1.0
Breast_Cancer,E_LK_R,A2,4.0,0.4901559250502977,0.7039813791331744,690.5769259395605,2,Fuzzy_Equivalence,,,E_LK_R_A2_p4.0
Breast_Cancer,E_LK_R,A3,,0.0024238063502880335,1.9794665201725765,569.0590311747126,2,Fuzzy_Equivalence,,,E_LK_R_A3
Breast_Cancer,E_LK_R,A4,,0.340583559659497,0.13966441625456016,1160.1906296319157,2,Fuzzy_Equivalence,,,E_LK_R_A4
Breast_Cancer,E_GG_R,A2,0.1,0.0,inf,0.0,0,Fuzzy_Equivalence,,Unknown fuzzy equivalence function: E_GG_R,E_GG_R_A2_p0.1
Breast_Cancer,E_GG_R,A2,1.0,0.0,inf,0.0,0,Fuzzy_Equivalence,,Unknown fuzzy equivalence function: E_GG_R,E_GG_R_A2_p1.0
Breast_Cancer,E_GG_R,A2,4.0,0.0,inf,0.0,0,Fuzzy_Equivalence,,Unknown fuzzy equivalence function: E_GG_R,E_GG_R_A2_p4.0
Breast_Cancer,E_GG_R,A3,,0.0,inf,0.0,0,Fuzzy_Equivalence,,Unknown fuzzy equivalence function: E_GG_R,E_GG_R_A3
Breast_Cancer,E_GG_R,A4,,0.0,inf,0.0,0,Fuzzy_Equivalence,,Unknown fuzzy equivalence function: E_GG_R,E_GG_R_A4
Breast_Cancer,E_GD_R,A2,0.1,-0.00959411604721694,1.960401063103829,566.6097282593093,2,Fuzzy_Equivalence,,,E_GD_R_A2_p0.1
Breast_Cancer,E_GD_R,A2,1.0,0.1737061274001516,1.3562447855256705,560.4953301302919,2,Fuzzy_Equivalence,,,E_GD_R_A2_p1.0
Breast_Cancer,E_GD_R,A2,4.0,0.14071418278186804,1.0717404960618375,636.4394193307824,2,Fuzzy_Equivalence,,,E_GD_R_A2_p4.0
Breast_Cancer,E_GD_R,A3,,0.0,inf,0.0,1,Fuzzy_Equivalence,,,E_GD_R_A3
Breast_Cancer,E_GD_R,A4,,0.23614014413915244,0.42391392123989763,971.6150971650411,2,Fuzzy_Equivalence,,,E_GD_R_A4
Breast_Cancer,E_FD_R,A2,0.1,0.7407954945256421,0.8422068289287348,440.8399527503719,2,Fuzzy_Equivalence,,,E_FD_R_A2_p0.1
Breast_Cancer,E_FD_R,A2,1.0,0.7314779976636792,0.5974140573889242,484.06117177341844,2,Fuzzy_Equivalence,,,E_FD_R_A2_p1.0
Breast_Cancer,E_FD_R,A2,4.0,0.726480061112073,0.3707686179364233,596.6362825567863,2,Fuzzy_Equivalence,,,E_FD_R_A2_p4.0
Breast_Cancer,E_FD_R,A3,,0.004878428034695898,1.9589330403451544,571.1562822326617,2,Fuzzy_Equivalence,,,E_FD_R_A3
Breast_Cancer,E_FD_R,A4,,0.48074289355114974,0.009003067852369791,1398.6394789525145,2,Fuzzy_Equivalence,,,E_FD_R_A4
Breast_Cancer,E_3,A2,0.1,-0.009311059175706,1.9622627388750407,566.6469931729824,2,Fuzzy_Equivalence,,,E_3_A2_p0.1
Breast_Cancer,E_3,A2,1.0,0.14611516178562584,1.3929072013956585,561.814310871512,2,Fuzzy_Equivalence,,,E_3_A2_p1.0
Breast_Cancer,E_3,A2,4.0,0.10208788159280544,1.1576490934626658,632.5371996197156,2,Fuzzy_Equivalence,,,E_3_A2_p4.0
Breast_Cancer,E_3,A3,,0.0,inf,0.0,1,Fuzzy_Equivalence,,,E_3_A3
Breast_Cancer,E_3,A4,,0.1845054868071919,0.5668419115101972,862.7266030056712,2,Fuzzy_Equivalence,,,E_3_A4
Breast_Cancer,E_4,A2,0.1,-0.009755081438852443,1.9590983330375105,566.5519584059798,2,Fuzzy_Equivalence,,,E_4_A2_p0.1
Breast_Cancer,E_4,A2,1.0,0.1940933885552014,1.3298704615357986,556.9240246531127,2,Fuzzy_Equivalence,,,E_4_A2_p1.0
Breast_Cancer,E_4,A2,4.0,0.15559060559295065,1.0179913573356674,637.2232869710875,2,Fuzzy_Equivalence,,,E_4_A2_p4.0
Breast_Cancer,E_4,A3,,0.0,inf,0.0,1,Fuzzy_Equivalence,,,E_4_A3
Breast_Cancer,E_4,A4,,0.26181779715786935,0.3478599718673089,1022.1557282361566,2,Fuzzy_Equivalence,,,E_4_A4
Breast_Cancer,E_5,A2,0.1,0.013995625663616142,1.9852412214015158,566.9658662504426,2,Fuzzy_Equivalence,,,E_5_A2_p0.1
Breast_Cancer,E_5,A2,1.0,0.047885097628388947,1.8058065213031145,588.357298347335,2,Fuzzy_Equivalence,,,E_5_A2_p1.0
Breast_Cancer,E_5,A2,4.0,0.07145731515480883,1.4765690815277868,654.9039698756837,2,Fuzzy_Equivalence,,,E_5_A2_p4.0
Breast_Cancer,E_5,A3,,0.0,inf,0.0,1,Fuzzy_Equivalence,,,E_5_A3
Breast_Cancer,E_5,A4,,0.15496980329637378,1.0004307062264315,824.797906882378,2,Fuzzy_Equivalence,,,E_5_A4
Breast_Cancer,E_6,A2,0.1,0.506854588863368,1.0817062687192853,581.5220299715463,2,Fuzzy_Equivalence,,,E_6_A2_p0.1
Breast_Cancer,E_6,A2,1.0,0.4948674799288334,0.9295494596471816,606.776970033877,2,Fuzzy_Equivalence,,,E_6_A2_p1.0
Breast_Cancer,E_6,A2,4.0,0.489087028636444,0.6790222992029713,678.5829124176182,2,Fuzzy_Equivalence,,,E_6_A2_p4.0
Breast_Cancer,E_6,A3,,0.009120254791791904,1.9145189355660375,568.106336037815,2,Fuzzy_Equivalence,,,E_6_A3
Breast_Cancer,E_6,A4,,0.3350293193060394,0.13584829239270638,1153.2828452709011,2,Fuzzy_Equivalence,,,E_6_A4
